Indice,CODIGO,NOMBRE,CANTIDAD,COSTO-UNIT,VALOR-IVA,PRECIO-UNIT,TOTALES
650,"7,79217E+12",GATORADE COOL BLUE 500ML,2193.0,1239.67,260.33,1500.0,3289500.0
46,"7,7928E+12",AGUA ECO DE LOS ANDES 500ML,1822.0,413.22,86.78,500.0,911000.0
1239,1577,RECARGO DE CIGARRILLOS,1601.0,413.22,86.78,500.0,800500.0
699,"7,79315E+12",HEINEKEN 473,1099.0,2066.12,433.88,2500.0,2747500.0
1231,"7,7928E+12",QUILMES CLASICA 473CM,1033.0,1570.25,329.75,1900.0,1962700.0
402,"7,7909E+12","COCA COLA 2,25LT",1006.0,3305.79,694.21,4000.0,4024000.0
255,"7,7928E+12",BRAHMA CHOPP 473,988.0,1570.25,329.75,1900.0,1877200.0
253,"7,7928E+12",BRAHMA 1LT,962.0,2396.69,503.31,2900.0,2789800.0
651,"7,79217E+12",GATORADE COOL BLUE 750ML,767.0,1404.96,295.04,1700.0,1303900.0
655,"7,79217E+12",GATORADE MANZANA 500ML,758.0,1239.67,260.33,1500.0,1137000.0
1230,"7,7928E+12",QUILMES CLASICA 1LT,630.0,2314.05,485.95,2800.0,1764000.0
401,"7,7909E+12","COCA COLA 1,5LT",575.0,2727.27,572.73,3300.0,1897500.0
652,"7,79217E+12",GATORADE FRU TRO 500ML,574.0,1239.67,260.33,1500.0,861000.0
254,"7,7928E+12",BRAHMA 473 CM,573.0,1570.25,329.75,1900.0,1088700.0
47,"7,79811E+12",AGUA MANAOS CORAZON ARGENTINO,538.0,247.93,52.07,300.0,161400.0
1535,"7,79033E+12",Yerba AGUANTADORA SUAVE 1Kg,534.0,2479.34,520.66,3000.0,1602000.0
696,"7,79315E+12",HEINEKEN 1LT,508.0,2892.56,607.44,3500.0,1778000.0
409,"7,7909E+12","COCA COLA RETORNABLE 1,5LT",479.0,2066.12,433.88,2500.0,1197500.0
1449,77951113,TOPLINE7 FRUTILLA,448.0,495.87,104.13,600.0,268800.0
1362,"7,79812E+12",SPEED 473ML,418.0,2066.12,433.88,2500.0,1045000.0
1450,77931764,TOPLINE7 MENTA,404.0,495.87,104.13,600.0,242400.0
407,"7,7909E+12",COCA COLA 500ML,393.0,1322.31,277.69,1600.0,628800.0
45,"7,79816E+12",AGUA DE LAS MISIONES S/G X 500,367.0,495.87,104.13,600.0,220200.0
907,77947550,MARLBORO FOREST FUSION BOX 20,355.0,2867.77,602.23,3470.0,1231850.0
717,H1,HIELO EN PORRON,351.0,1239.67,260.33,1500.0,526500.0
566,78400924,Eight Box 20,345.0,826.45,173.55,1000.0,345000.0
272,"7,79315E+12",BUDWEISER 473cm,339.0,1570.25,329.75,1900.0,644100.0
320,"7,7909E+12","CEPITA DURAZNO 1,5LT",317.0,2396.69,503.31,2900.0,919300.0
656,"7,79217E+12",GATORADE MANZANA 750ML,308.0,1404.96,295.04,1700.0,523600.0
1377,"7,7928E+12",STELLA ARTOIS 473cm,291.0,2066.12,433.88,2500.0,727500.0
386,MISTER,CHUPETIN MISTER POP,286.0,165.29,34.71,200.0,57200.0
484,"7,7928E+12",CORONA 330CM,284.0,2066.12,433.88,2500.0,710000.0
305,bhyte,caramelo,280.0,41.32,8.68,50.0,14000.0
823,"7,79916E+12",LEVITE POMELO 2.25L,274.0,1652.89,347.11,2000.0,548000.0
317,"7,7909E+12","CEPITA ANANA 1,5LT",268.0,2396.69,503.31,2900.0,777200.0
903,77918482,MARLBORO BOX 20,264.0,2991.74,628.26,3620.0,955680.0
1494,77940131,Turron De Mani 25g,263.0,123.97,26.03,150.0,39450.0
720,"7,79004E+12",HOGAREï¿½AS SALVADO 200G,257.0,826.45,173.55,1000.0,257000.0
278,"7,79563E+12",CABARCENO PATERO 1250,257.0,2727.27,572.73,3300.0,848100.0
660,"7,79217E+12",GATORADE UVA 500ML,253.0,1239.67,260.33,1500.0,379500.0
1236,"7,7928E+12",QUILMES stout 473CM,249.0,1652.89,347.11,2000.0,498000.0
714,1540,HIELO BOLSA CHICA X 1 KG,244.0,1239.67,260.33,1500.0,366000.0
816,"7,79806E+12","Levite Manzana 1,5lt",236.0,991.74,208.26,1200.0,283200.0
649,"7,79217E+12","GATORADE COOL BLUE 1,5LT",233.0,1487.6,312.4,1800.0,419400.0
731,"7,79315E+12",IMPERIAL GOLDEN 473CM,227.0,1487.6,312.4,1800.0,408600.0
1350,"7,79125E+12",SMIRNOFF RED BERRIES 473 ML,227.0,1652.89,347.11,2000.0,454000.0
1443,77916426,TOPLINE MENTA,226.0,247.93,52.07,300.0,67800.0
103,"7,79315E+12",AMSTEL LAGER 473CM,226.0,1487.6,312.4,1800.0,406800.0
1439,"7,79058E+12",Topline 7 Ultra Fruta,219.0,1239.67,260.33,1500.0,328500.0
577,"3,08612E+12",ENCENDEDOR Bx7,216.0,826.45,173.55,1000.0,216000.0
1517,"7,79806E+12",VILLAVICENCIO AGUA 500CC,216.0,247.93,52.07,300.0,64800.0
434,77922120,COFLER BLOCK 110G,215.0,2066.12,433.88,2500.0,537500.0
730,"7,79315E+12",IMPERIAL GOLDEN 1LT,213.0,2314.05,485.95,2800.0,596400.0
1134,77940735,PHILIPMORRIS CAPS 20,212.0,2305.79,484.21,2790.0,591480.0
1521,"7,79184E+12",VIï¿½AS DE BALBO 1250,212.0,2892.56,607.44,3500.0,742000.0
1442,77916389,TOPLINE FRUTA,209.0,247.93,52.07,300.0,62700.0
567,78413948,Eigth Covert Box 20,203.0,991.74,208.26,1200.0,243600.0
439,77953124,COFLER BLOCK 38G,194.0,826.45,173.55,1000.0,194000.0
822,"7,79806E+12","LEVITE POMELO 1,5LT",194.0,1404.96,295.04,1700.0,329800.0
605,"7,79029E+12",FERNET BRANCA 450CM,189.0,6611.57,1388.43,8000.0,1512000.0
1008,"7,79058E+12",MOGUL ROLLITO 35GR,188.0,413.22,86.78,500.0,94000.0
1320,"7,79004E+12",Serranas 112gr,187.0,413.22,86.78,500.0,93500.0
486,"7,7928E+12",CORONA 710CM,184.0,3223.14,676.86,3900.0,717600.0
1537,"7,79039E+12",Yerba Mananita 500gr,184.0,1239.67,260.33,1500.0,276000.0
210,"7,7909E+12",BENEDICTINO SIN GAS 600ML,181.0,826.45,173.55,1000.0,181000.0
136,"7,7909E+12","AQUARIUS POMELO BLANCO 2,25LT",178.0,2314.05,485.95,2800.0,498400.0
164,"7,79811E+12",AZUCAR LA MUNECA 1KG,178.0,1322.31,277.69,1600.0,284800.0
1406,"7,79004E+12",TATIN TRIPLE NEGRO,178.0,661.16,138.84,800.0,142400.0
883,"7,79811E+12",MANAOS POMELO 3LT,173.0,1652.89,347.11,2000.0,346000.0
654,"7,79217E+12","GATORADE MANZANA 1,5LT",173.0,1900.83,399.17,2300.0,397900.0
908,77978141,MARLBORO FUSION 12,173.0,1719.01,360.99,2080.0,359840.0
1440,"7,79058E+12",Topline 7 Ultra Menta,173.0,1239.67,260.33,1500.0,259500.0
904,77916433,MARLBORO COMUN 20,171.0,2636.36,553.64,3190.0,545490.0
729,"7,79315E+12",IMPERIAL golden,170.0,1487.6,312.4,1800.0,306000.0
1367,"7,7909E+12","SPRITE 2,25LT",168.0,3305.79,694.21,4000.0,672000.0
700,"7,79315E+12",Heineken 710cm,167.0,2727.27,572.73,3300.0,551100.0
1454,"7,79058E+12",Topline7 Ultra Menta Fresca,167.0,1239.67,260.33,1500.0,250500.0
606,"7,79029E+12",FERNET BRANCA 750CM,164.0,9504.13,1995.87,11500.0,1886000.0
812,"7,79391E+12",LECHE LIQUIDA TREGAR,164.0,1487.6,312.4,1800.0,295200.0
236,77958921,BON O BON 15Gs,162.0,413.22,86.78,500.0,81000.0
1444,77919489,TOPLINE SANDIA,161.0,247.93,52.07,300.0,48300.0
1233,"7,7928E+12",QUILMES IPA 473 ml,159.0,1322.31,277.69,1600.0,254400.0
1453,77939753,TOPLINE7 STRONG,156.0,495.87,104.13,600.0,93600.0
113,"7,7928E+12",ANDES ROJA 1LT,155.0,2892.56,607.44,3500.0,542500.0
1361,"7,79812E+12",Speed 250ml,154.0,1239.67,260.33,1500.0,231000.0
846,77977038,LUCKY STRIKE CONVERTIBLE BOX 20,152.0,2123.97,446.03,2570.0,390640.0
851,77976505,LUCKY STRIKE ORIGINAL 12,152.0,1239.67,260.33,1500.0,228000.0
878,"7,79811E+12",MANAOS COLA 3LT,151.0,1652.89,347.11,2000.0,302000.0
1445,77948496,Topline Seven Cherry,151.0,247.93,52.07,300.0,45300.0
1366,"7,7909E+12","SPRITE 1,5LT",151.0,2809.92,590.08,3400.0,513400.0
1375,"7,7928E+12",STELLA ARTOIS 1LT,151.0,3553.72,746.28,4300.0,649300.0
1131,77912954,PHILIP MORRIS BOX 20,149.0,2487.6,522.4,3010.0,448490.0
1391,"7,79004E+12",Surtida Bagley 398gr,148.0,1487.6,312.4,1800.0,266400.0
815,"7,79032E+12","LEVITE CERO naranja 1,5L",147.0,1404.96,295.04,1700.0,249900.0
548,77907509,DOS CORAZONES,147.0,1239.67,260.33,1500.0,220500.0
248,"7,79004E+12",BON O BON NEGRO TRIPLE 60G,140.0,826.45,173.55,1000.0,140000.0
1133,77971913,PHILIP MORRIS CAPS 12,139.0,1504.13,315.87,1820.0,252980.0
115,"7,7928E+12",ANDES ROJA 473CM,138.0,1652.89,347.11,2000.0,276000.0
716,1541,HIELO BOLSA MEDIANA X 2 KG,134.0,1487.6,312.4,1800.0,241200.0
817,"7,79806E+12","LEVITE NARANJA X 1,5",134.0,1404.96,295.04,1700.0,227800.0
1404,"7,79004E+12",TATIN BLANCO,134.0,661.16,138.84,800.0,107200.0
1089,"7,79334E+12",Papel Higienico Elegante x4,134.0,1487.6,312.4,1800.0,241200.0
1516,"7,79811E+12",VILLAMANAOS AGUA MINERAL 2LT,132.0,826.45,173.55,1000.0,132000.0
702,"7,79315E+12",HEINEKEN X300CM,131.0,1900.83,399.17,2300.0,301300.0
845,77976994,LUCKY STRIKE CONVERTIBLE 12,129.0,1264.46,265.54,1530.0,197370.0
1460,T1000,TRAGO FERNET COLA X 1LT,128.0,4132.23,867.77,5000.0,640000.0
524,"7,79129E+12",DETERG ALA X500ML,128.0,1239.67,260.33,1500.0,192000.0
142,"7,79058E+12",ARCOR CHOCOLATE CON LECHE 25G,125.0,661.16,138.84,800.0,100000.0
485,"7,7928E+12",CORONA 410CM,124.0,1900.83,399.17,2300.0,285200.0
1481,"7,79101E+12",TULIPAN CLASICO,124.0,1487.6,312.4,1800.0,223200.0
734,"7,79315E+12",IMPERIAL IPA 473CM,122.0,1487.6,312.4,1800.0,219600.0
1099,"7,79181E+12","PASO DE LOS TOROS TONICA 1,5LT",121.0,2396.69,503.31,2900.0,350900.0
241,"7,79058E+12",Bon O Bon Barrita,121.0,661.16,138.84,800.0,96800.0
1451,77964137,TOPLINE7 MENTOL,120.0,495.87,104.13,600.0,72000.0
1135,77912879,PHILIPMORRIS COMUN 20,118.0,2198.35,461.65,2660.0,313880.0
1441,77916419,TOPLINE DEFENSE MENTA,117.0,247.93,52.07,300.0,35100.0
309,HJSYWERA,CARAMELOS DUROS MIEL,114.0,82.64,17.36,100.0,11400.0
653,"7,79217E+12",GATORADE FRUTOS ROJOS 750ML,113.0,1404.96,295.04,1700.0,192100.0
1379,"7,7928E+12",STELLA ARTOIS 710CM,110.0,2644.63,555.37,3200.0,352000.0
880,"7,79811E+12",MANAOS MANZANA 3LT,106.0,1652.89,347.11,2000.0,212000.0
721,"7,79004E+12",HOGAREï¿½AS SESAMO 167Gs,105.0,826.45,173.55,1000.0,105000.0
131,"7,7909E+12","Aquarius limonada 1,5L",105.0,1404.96,295.04,1700.0,178500.0
138,"7,7909E+12","AQUARIUS POMELO ROSADO 2,25LT",105.0,2314.05,485.95,2800.0,294000.0
17,"7,79181E+12",7UP LATA,104.0,1239.67,260.33,1500.0,156000.0
141,"7,79058E+12",ARCOR CHOCOLATE BLANCO 25G,104.0,661.16,138.84,800.0,83200.0
61,"7,79004E+12",AGUILA MINITORTA BROWNIE,101.0,826.45,173.55,1000.0,101000.0
1407,"7,79033E+12",TE MONTE CARLO 25 SAQUITOS,101.0,1239.67,260.33,1500.0,151500.0
1447,77916396,TOPLINE STRONG,101.0,247.93,52.07,300.0,30300.0
1073,"7,79371E+12",PALITOS SALADOS 150GR,99.0,1074.38,225.62,1300.0,128700.0
269,"7,79315E+12",BUDWEISER 1LT,98.0,2314.05,485.95,2800.0,274400.0
62,"7,79004E+12",AGUILA MINITORTA CLASICA,97.0,826.45,173.55,1000.0,97000.0
1075,"7,79809E+12",PAN DULCE X 500G CATINI,95.0,1652.89,347.11,2000.0,190000.0
844,77976512,LUCKY STRIKE COMUN 20,95.0,1834.71,385.29,2220.0,210900.0
221,77981912,BLOCK COFLER BLANCO 38Gs,94.0,826.45,173.55,1000.0,94000.0
308,gsfsetetyfh,caramelos duros,93.0,82.64,17.36,100.0,9300.0
1448,77983794,TOPLINE7 BUBBLE FUN,93.0,495.87,104.13,600.0,55800.0
1373,"7,7928E+12",STELLA 330,93.0,1652.89,347.11,2000.0,186000.0
259,"7,7928E+12",BRAHMA PACKS X6,91.0,9421.49,1978.51,11400.0,1037400.0
1358,"7,79315E+12",SOL 330CM,90.0,1652.89,347.11,2000.0,180000.0
948,"7,79315E+12",MILLER 600ML,90.0,1652.89,347.11,2000.0,180000.0
405,"7,7909E+12",COCA COLA 3LT,89.0,1652.89,347.11,2000.0,178000.0
997,"7,79058E+12",MOGUL MORAS 150G,89.0,1487.6,312.4,1800.0,160200.0
436,"7,79058E+12",COFLER BLOCK 170G,87.0,3719.01,780.99,4500.0,391500.0
634,"7,79154E+12",FRIZZE BLUE 1L,86.0,1818.18,381.82,2200.0,189200.0
1392,"7,79004E+12",Surtido Diversion 398g,86.0,1157.02,242.98,1400.0,120400.0
1132,77981813,PHILIP MORRIS BOX X 12,85.0,1479.34,310.66,1790.0,152150.0
1536,"7,79033E+12",YERBA AGUANTADORA SUAVE 500GR,83.0,1818.18,381.82,2200.0,182600.0
168,"7,79004E+12",BAGGIO 1 LITRO,82.0,1487.6,312.4,1800.0,147600.0
913,77983343,MARLBORO x12,82.0,1793.39,376.61,2170.0,177940.0
1009,"7,79058E+12",MOGUL ROLLO ACIDO,82.0,661.16,138.84,800.0,65600.0
1090,77961662,PAPELILLO PREMIER,80.0,826.45,173.55,1000.0,80000.0
488,"7,79232E+12",COSECHA TARDIA BLANCO 750 ML,80.0,3305.79,694.21,4000.0,320000.0
1232,"7,7928E+12",QUILMES CLASICA PACKS X6,80.0,9421.49,1978.51,11400.0,912000.0
1024,"1,00708E+12",MONSTER NEGRA,80.0,2066.12,433.88,2500.0,200000.0
971,"7,79058E+12",MOGUL CEREBRITOS,80.0,413.22,86.78,500.0,40000.0
818,"7,79916E+12",LEVITE NARANJA X 2.25 L,80.0,1652.89,347.11,2000.0,160000.0
1056,"7,6222E+12",OREO 118G,79.0,1239.67,260.33,1500.0,118500.0
1245,"7,79004E+12",REX ORIGINAL 125GR,78.0,1239.67,260.33,1500.0,117000.0
770,"7,79004E+12",KESITAS 125GR,78.0,1239.67,260.33,1500.0,117000.0
72,"7,79004E+12",ALFAJOR BAGLEY BLANCO/NEGRO,77.0,743.8,156.2,900.0,69300.0
540,"7,79031E+12",DORITOS 77G.,77.0,2314.05,485.95,2800.0,215600.0
921,77958648,MENTHOPLUS,76.0,413.22,86.78,500.0,38000.0
695,"7,79315E+12",HEINEKE 710 CM3,74.0,2727.27,572.73,3300.0,244200.0
984,"7,79058E+12",MOGUL EXTREME ACIDO,73.0,330.58,69.42,400.0,29200.0
410,"7,7909E+12",COCA COLA X 354 ML,71.0,1322.31,277.69,1600.0,113600.0
1002,"7,79058E+12",MOGUL OSITOS,71.0,413.22,86.78,500.0,35500.0
170,"7,79004E+12",BAGGIO DURAZNO 200ML,71.0,413.22,86.78,500.0,35500.0
701,"7,79315E+12",HEINEKEN PACKS X6,70.0,12396.69,2603.31,15000.0,1050000.0
363,"7,79058E+12",CHICLES FLICKS MENTA,70.0,330.58,69.42,400.0,28000.0
969,"7,79058E+12",Mogul Anillos 220g,69.0,1652.89,347.11,2000.0,138000.0
926,77958624,Menthoplus Mentol,68.0,413.22,86.78,500.0,34000.0
1022,"1,00708E+12",MONSTER MANGO CELESTE,68.0,2066.12,433.88,2500.0,170000.0
1387,"7,7928E+12",STELLA SIN ALCOHOL 473 CM,68.0,1652.89,347.11,2000.0,136000.0
132,"7,7909E+12","AQUARIUS Naranja 1,5 L",68.0,1404.96,295.04,1700.0,115600.0
242,"7,79058E+12",BON O BON BLANCO OBLEA 30Gs,67.0,661.16,138.84,800.0,53600.0
327,"7,7909E+12","CEPITA NARANJA 1,5LT",67.0,2396.69,503.31,2900.0,194300.0
137,"7,7909E+12",AQUARIUS POMELO ROSADO 1.5L,67.0,1900.83,399.17,2300.0,154100.0
1327,"7,79807E+12","SIERRA DE LOS PADRES NARANJA 2,25LT",67.0,1487.6,312.4,1800.0,120600.0
118,"7,7928E+12",ANDES RUBIA 473CM,66.0,1652.89,347.11,2000.0,132000.0
1515,"7,79811E+12",VILLAMANAOS AGUA 600 ML,65.0,413.22,86.78,500.0,32500.0
43,"7,79811E+12","AGUA CORAZON X 1,5 L",64.0,826.45,173.55,1000.0,64000.0
1329,"7,79807E+12","SIERRA DE LOS PADRES POMELO 2,25LT",64.0,1487.6,312.4,1800.0,115200.0
358,77973887,CHESTERFIELD REMIX PURPLE 20,64.0,2024.79,425.21,2450.0,156800.0
240,"7,79004E+12",BON O BON ALF. NEGRO,64.0,495.87,104.13,600.0,38400.0
119,"7,7928E+12",ANDES RUBIA 710CM,64.0,2066.12,433.88,2500.0,160000.0
1324,"7,79015E+12",Sidra Del Valle 720 sin alcohol,63.0,1652.89,347.11,2000.0,126000.0
1247,"7,79058E+12",ROCKLETS 40GR,62.0,826.45,173.55,1000.0,62000.0
1091,77961679,PAPELILLO PREMIER ORGANIC,61.0,826.45,173.55,1000.0,61000.0
1235,"7,7928E+12",QUILMES STOUT 1LT,61.0,2314.05,485.95,2800.0,170800.0
912,77968401,MARLBORO SUMMER FUSION 20,61.0,3033.06,636.94,3670.0,223870.0
1012,"7,79058E+12",MOGUL TIBURONCITOS,60.0,413.22,86.78,500.0,30000.0
69,"7,79004E+12",ALF COFLER 40 G,60.0,495.87,104.13,600.0,36000.0
978,"7,79058E+12",Mogul Dinos 30g,60.0,413.22,86.78,500.0,30000.0
925,77958662,MENTHOPLUS MENTA,59.0,413.22,86.78,500.0,29500.0
842,77976529,LUCKY STRIKE BOX 20,59.0,2090.91,439.09,2530.0,149270.0
133,"7,7909E+12",AQUARIUS PERA 1.5L,59.0,1487.6,312.4,1800.0,106200.0
1248,"7,79058E+12",Rocklets 20g,59.0,413.22,86.78,500.0,29500.0
1288,"7,79058E+12",SALADIX PIZZA 100GR,58.0,1074.38,225.62,1300.0,75400.0
1092,77929891,PARLIAMENT 20,58.0,3371.9,708.1,4080.0,236640.0
408,"7,7909E+12","COCA COLA RETORNABLE X 2,5L",58.0,2727.27,572.73,3300.0,191400.0
1017,"1,00708E+12",MONSTER ANANA,57.0,2066.12,433.88,2500.0,142500.0
1165,B1000,Porron Con Hielo,57.0,1239.67,260.33,1500.0,85500.0
422,"7,79058E+12",COFLER AIR LECHE,57.0,1652.89,347.11,2000.0,114000.0
698,"7,79315E+12",HEINEKEN 330cc,56.0,1570.25,329.75,1900.0,106400.0
1007,"7,79058E+12",MOGUL RODAJAS X 50G,56.0,413.22,86.78,500.0,28000.0
648,"7,79217E+12","GATORADE 1,5LT FRUTAS TROPICALES",56.0,1487.6,312.4,1800.0,100800.0
418,"7,79058E+12",COFLER AIR BLANCO,56.0,1652.89,347.11,2000.0,112000.0
104,"7,79315E+12",AMSTEL LAGER 710,55.0,578.51,121.49,700.0,38500.0
93,"7,79024E+12",ALMA MORA MALBEC,54.0,3719.01,780.99,4500.0,243000.0
733,"7,79315E+12",IMPERIAL GOLDEN X 1 L,54.0,2314.05,485.95,2800.0,151200.0
1086,"7,79476E+12",PAPEL HIGIENICO 80MTS,54.0,495.87,104.13,600.0,32400.0
1125,"7,79181E+12",PEPSI 354ML,54.0,1239.67,260.33,1500.0,81000.0
1298,"7,79315E+12",SALTA NEGRA 473CM,54.0,1239.67,260.33,1500.0,81000.0
237,77961815,BON O BON 15Gs BLANCO,53.0,413.22,86.78,500.0,26500.0
936,"7,79058E+12",Milka Huevo Sorpresa,53.0,826.45,173.55,1000.0,53000.0
1048,30052765,OCB X 50,52.0,1239.67,260.33,1500.0,78000.0
357,77953957,CHESTERFIELD REMIX FRESH 20,52.0,2024.79,425.21,2450.0,127400.0
922,77958631,MENTHOPLUS CHERRY,52.0,413.22,86.78,500.0,26000.0
424,"7,79058E+12",COFLER AIR MIXTO,51.0,1652.89,347.11,2000.0,102000.0
677,"7,79125E+12",GORDONS GIN TONIC 473ML,51.0,1652.89,347.11,2000.0,102000.0
16,"7,79181E+12","7UP 2,25LT",51.0,2396.69,503.31,2900.0,147900.0
1003,"7,79058E+12",MOGUL OSITOS 150gs,51.0,1570.25,329.75,1900.0,96900.0
86,"7,79004E+12",ALFAJOR TOFI NEGRO TRIPLE,51.0,743.8,156.2,900.0,45900.0
416,"7,79058E+12",COFLER AIR ALMENDRAS,49.0,1652.89,347.11,2000.0,98000.0
1240,"9,00249E+12",Red Bull,49.0,2396.69,503.31,2900.0,142100.0
239,"7,79004E+12",BON O BON ALF. BLANCO 40g,49.0,495.87,104.13,600.0,29400.0
489,"7,79232E+12",COSECHA TARDIA BLANCO DULCE,48.0,3305.79,694.21,4000.0,192000.0
117,"7,7928E+12",ANDES RUBIA 1LT,48.0,2892.56,607.44,3500.0,168000.0
1328,"7,79807E+12","SIERRA DE LOS PADRES POMELO 1,5LT",48.0,1239.67,260.33,1500.0,72000.0
70,993,ALF. BLOCK,48.0,743.8,156.2,900.0,43200.0
296,77977212,CAMEL COMUN 20,47.0,2123.97,446.03,2570.0,120790.0
910,77905819,MARLBORO GOLD 20,47.0,3033.06,636.94,3670.0,172490.0
1271,"7,79004E+12",RUMBA 108gs,47.0,826.45,173.55,1000.0,47000.0
1301,"7,79173E+12",SANTA JULIA CHENIN 750ML,47.0,5785.12,1214.88,7000.0,329000.0
868,"7,89676E+12",MALTA 473CM,46.0,2314.05,485.95,2800.0,128800.0
482,"7,79816E+12",CORDERO CON PIEL DE LOBO,46.0,3305.79,694.21,4000.0,184000.0
988,"7,79058E+12",MOGUL EXTREME TUBITOS 20G,46.0,413.22,86.78,500.0,23000.0
82,"7,79004E+12",ALFAJOR MINITORTA COCO,46.0,826.45,173.55,1000.0,46000.0
354,77953513,CHESTERFIELD COMUN 20,45.0,1661.16,348.84,2010.0,90450.0
909,77979667,MARLBORO GARDEN FUSION 20,45.0,2867.77,602.23,3470.0,156150.0
1104,"7,7928E+12",PATAGONIA 24.7 x 410,45.0,2066.12,433.88,2500.0,112500.0
647,"7,79095E+12",GANCIA 950CM,45.0,3719.01,780.99,4500.0,202500.0
800,"7,79031E+12",Lays Clasicas 145gr,45.0,2892.56,607.44,3500.0,157500.0
975,"7,79058E+12",Mogul Dientes 150g,44.0,1487.6,312.4,1800.0,79200.0
640,"7,79004E+12",Galletitas BLOCK 124G,44.0,826.45,173.55,1000.0,44000.0
135,"7,7909E+12","Aquarius Pomelo Blanco 1,5lt",44.0,1900.83,399.17,2300.0,101200.0
1006,"7,79058E+12",MOGUL PIECITOS 30GR,44.0,413.22,86.78,500.0,22000.0
50,"7,37186E+11",AGUA TONICA SANTA QUINA,44.0,2066.12,433.88,2500.0,110000.0
923,77944405,MENTHOPLUS FRIO CHERRY ACIDO,44.0,413.22,86.78,500.0,22000.0
44,"7,79816E+12","AGUA DE LAS MISIONES S/G 1,LTS",44.0,826.45,173.55,1000.0,44000.0
13,"7,79031E+12",3D ORIGINAL 143GR,43.0,3719.01,780.99,4500.0,193500.0
1285,"7,79058E+12",SALADIX JAMON 100GR,43.0,826.45,173.55,1000.0,43000.0
1284,"7,79004E+12",Saladix horneados fuego x100g,43.0,1074.38,225.62,1300.0,55900.0
1393,"7,79004E+12",SURTIDO X 400 G,42.0,1487.6,312.4,1800.0,75600.0
799,"7,79031E+12",LAYS CLASICA x 85g,42.0,2314.05,485.95,2800.0,117600.0
1369,"7,7909E+12",SPRITE 500 ML,42.0,1322.31,277.69,1600.0,67200.0
108,"7,7928E+12",ANDES FRESQUITA 473CM,42.0,1487.6,312.4,1800.0,75600.0
680,"7,79315E+12",GROLSCH 473CM,42.0,1652.89,347.11,2000.0,84000.0
1279,"7,79058E+12",SALADIX CALABRESA 100GR,41.0,1074.38,225.62,1300.0,53300.0
646,"7,79095E+12",GANCIA 450CM,41.0,2479.34,520.66,3000.0,123000.0
383,"7,79004E+12",CHOCOLINAS X 170 G,41.0,826.45,173.55,1000.0,41000.0
1146,"7,79811E+12","PLACER ANANA 1,5 L",41.0,1239.67,260.33,1500.0,61500.0
953,"7,79181E+12",MIRINDA 354ml,41.0,661.16,138.84,800.0,32800.0
14,"7,79031E+12",3D ORIGINAL 92GR,40.0,1487.6,312.4,1800.0,72000.0
982,"7,79058E+12",MOGUL EXT TUBITOS FRUT X 15G,40.0,330.58,69.42,400.0,16000.0
855,77985897,LUCKY STRIKE RED MIX 12,40.0,1280.99,269.01,1550.0,62000.0
1166,B 1000,PORRON x 1 lts,40.0,826.45,173.55,1000.0,40000.0
879,"7,79811E+12",MANAOS LIMA LIMON 3LT,40.0,1652.89,347.11,2000.0,80000.0
1452,77948588,TOPLINE7 SANDIA,40.0,495.87,104.13,600.0,24000.0
448,"7,79058E+12",COFLER CHOCOLATE CON LECHE 55G,39.0,1487.6,312.4,1800.0,70200.0
443,"7,79004E+12",COFLER BLOCK X 40G,39.0,495.87,104.13,600.0,23400.0
1434,"7,79004E+12",TOFI BLANCO TRIPLE,39.0,826.45,173.55,1000.0,39000.0
338,77965387,Cereal Mix Yoghurt Y Frutilla,38.0,495.87,104.13,600.0,22800.0
71,"7,79004E+12",ALFAJOR BAGLEY BLANCO NEGRO,37.0,743.8,156.2,900.0,33300.0
174,"7,79004E+12",Baggio Multifruta 200ml,37.0,413.22,86.78,500.0,18500.0
87,77905801213,ALFAJORES ARTESANALES MIKCOOKIES,37.0,371.9,78.1,450.0,16650.0
143,"7,79058E+12",Arcor DUO chocolate con leche y chocolate blanco 95g,37.0,1818.18,381.82,2200.0,81400.0
1096,"7,79181E+12","PASO DE LOS TOROS POMELO 1,5LT",37.0,2396.69,503.31,2900.0,107300.0
1069,"7,79058E+12",PALITO BOMBON HELADO 52G,37.0,495.87,104.13,600.0,22200.0
1268,77977120,Rothmans Red X20 Comun,37.0,950.41,199.59,1150.0,42550.0
421,"7,79058E+12",COFLER AIR BON O BON,36.0,1652.89,347.11,2000.0,72000.0
989,"7,79058E+12",MOGUL FRUTALES 50g,36.0,330.58,69.42,400.0,14400.0
1300,"7,79173E+12",SANTA JULIA BLANCO DULCE,36.0,5785.12,1214.88,7000.0,252000.0
772,78931053,Kinder huevo,36.0,1239.67,260.33,1500.0,54000.0
1124,"7,79181E+12","PEPSI 2,25LT",36.0,2396.69,503.31,2900.0,104400.0
1098,"7,79181E+12","PASO DE LOS TOROS POMELO2,25LT",36.0,2727.27,572.73,3300.0,118800.0
84,77915481,ALFAJOR PEPITOS,35.0,826.45,173.55,1000.0,35000.0
813,"7,79058E+12",LENGUAS MAX 15 G,35.0,330.58,69.42,400.0,14000.0
946,"7,79315E+12",MILLER 330CM,35.0,1322.31,277.69,1600.0,56000.0
551,"7,79095E+12",Dr Lemon Con Vodka,35.0,1487.6,312.4,1800.0,63000.0
428,"7,79058E+12",COFLER AIR X 27 G,35.0,991.74,208.26,1200.0,42000.0
